Nro_Orden,Codigo_MP,Nro_Analisis,Cantidad_Consumida,Posicion
OF-2022-1660,MP-0066,QC-2024-00088,40.096,3
OF-2022-1660,MP-0037,QC-2024-01854,12.7,4
OF-2021-1662,MP-0005,QC-2023-01162,42.136,1
OF-2021-1662,MP-0077,QC-2020-00916,44.047,2
OF-2021-1662,MP-0040,QC-2024-01906,7.493,3
OF-2021-1662,MP-0051,QC-2022-02291,45.885,4
OF-2021-1662,MP-0041,QC-2020-01397,18.156,5
OF-2024-1663,MP-0029,QC-2022-00885,5.603,1
OF-2024-1663,MP-0064,QC-2020-02049,27.846,2
OF-2024-1663,MP-0048,QC-2021-02681,11.379,3
OF-2022-1665,MP-0032,QC-2021-03334,33.992,1
OF-2022-1665,MP-0040,QC-2024-01934,7.204,2
OF-2022-1665,MP-0044,QC-2020-00661,43.899,3
OF-2022-1666,MP-0004,QC-2024-01114,15.31,1
OF-2022-1666,MP-0073,QC-2020-01938,26.844,2
OF-2022-1666,MP-0042,QC-2024-01231,38.369,3
OF-2021-1667,MP-0029,QC-2024-00651,32.943,1
OF-2021-1667,MP-0064,QC-2020-02470,5.314,2
OF-2021-1667,MP-0048,QC-2024-02312,6.993,3
OF-2023-1669,MP-0031,QC-2020-00632,6.247,1
OF-2023-1669,MP-0049,QC-2022-00778,20.768,2
OF-2023-1669,MP-0043,QC-2024-01022,7.08,3
OF-2023-1669,MP-0064,QC-2020-03422,11.963,4
OF-2024-1670,MP-0014,QC-2020-00689,15.722,1
OF-2024-1670,MP-0057,QC-2023-02959,11.723,2
OF-2024-1670,MP-0052,QC-2020-02776,42.88,3
OF-2024-1670,MP-0053,QC-2024-01539,30.891,4
OF-2024-1670,MP-0062,QC-2021-00663,38.928,5
OF-2021-1671,MP-0032,QC-2020-00623,31.703,1
OF-2021-1671,MP-0050,QC-2020-00508,20.465,2
OF-2021-1671,MP-0062,QC-2020-02567,45.885,3
OF-2021-1671,MP-0040,QC-2024-01597,41.475,4
OF-2022-1672,MP-0018,QC-2024-03306,32.196,1
OF-2022-1672,MP-0078,QC-2021-02527,8.748,2
OF-2022-1672,MP-0041,QC-2022-02616,12.419,3
OF-2022-1672,MP-0075,QC-2021-00033,45.682,4
OF-2022-1672,MP-0077,QC-2022-02276,20.041,5
OF-2021-1673,MP-0005,QC-2024-00823,49.771,1
OF-2021-1673,MP-0052,QC-2024-02063,46.163,2
OF-2021-1673,MP-0054,QC-2020-01640,30.258,3
OF-2021-1673,MP-0068,QC-2021-02744,42.203,4
OF-2021-1673,MP-0050,QC-2020-02840,12.13,5
OF-2022-1675,MP-0016,QC-2021-01335,36.19,1
OF-2022-1675,MP-0066,QC-2024-00701,18.517,2
OF-2022-1675,MP-0061,QC-2024-02219,47.861,3
OF-2021-1680,MP-0024,QC-2022-02067,13.89,1
OF-2021-1680,MP-0071,QC-2023-01224,43.697,2
OF-2021-1680,MP-0070,QC-2023-02730,45.353,3
OF-2022-1681,MP-0022,QC-2022-03385,48.852,1
OF-2022-1681,MP-0052,QC-2023-02622,21.286,2
OF-2022-1681,MP-0049,QC-2022-00621,20.19,3
OF-2024-1682,MP-0024,QC-2022-02067,15.026,1
OF-2024-1682,MP-0070,QC-2022-02234,43.995,2
OF-2024-1682,MP-0065,QC-2022-03486,6.935,3
OF-2024-1682,MP-0044,QC-2020-00991,32.602,4
OF-2020-1683,MP-0035,QC-2022-01812,46.764,1
OF-2020-1683,MP-0042,QC-2024-03072,5.844,2
OF-2020-1683,MP-0052,QC-2023-01684,10.641,3
OF-2023-1685,MP-0024,QC-2023-00370,30.543,1
OF-2023-1685,MP-0060,QC-2023-00005,32.063,2
OF-2023-1685,MP-0059,QC-2020-01789,36.455,3
OF-2020-1687,MP-0005,QC-2023-01162,23.248,1
OF-2020-1687,MP-0038,QC-2023-00527,10.665,2
OF-2020-1687,MP-0074,QC-2023-00986,31.725,3
OF-2020-1687,MP-0072,QC-2021-00344,14.937,4
OF-2021-1688,MP-0001,QC-2024-00583,37.302,1
OF-2021-1688,MP-0053,QC-2024-01539,46.533,2
OF-2021-1688,MP-0066,QC-2023-02027,48.854,3
OF-2021-1688,MP-0055,QC-2022-00537,35.545,4
OF-2022-1689,MP-0014,QC-2020-00501,47.49,1
OF-2022-1689,MP-0057,QC-2023-00477,38.846,2
OF-2022-1689,MP-0050,QC-2020-01105,41.882,3
OF-2022-1689,MP-0078,QC-2022-02296,18.983,4
OF-2022-1689,MP-0068,QC-2022-00236,16.638,5
OF-2022-1690,MP-0004,QC-2023-00023,44.546,1
OF-2022-1690,MP-0073,QC-2020-03366,7.96,2
OF-2022-1690,MP-0042,QC-2024-01231,10.664,3
OF-2024-1691,MP-0036,QC-2024-00811,49.05,1
OF-2024-1691,MP-0068,QC-2024-02854,49.327,2
OF-2024-1691,MP-0046,QC-2023-01429,25.177,3
OF-2024-1691,MP-0049,QC-2024-01792,12.361,4
OF-2024-1691,MP-0055,QC-2021-03032,29.242,5
OF-2023-1694,MP-0005,QC-2020-03278,26.658,1
OF-2023-1694,MP-0038,QC-2021-02766,40.876,2
OF-2023-1694,MP-0074,QC-2021-00402,49.232,3
OF-2023-1694,MP-0072,QC-2024-01437,43.837,4
OF-2024-1695,MP-0024,QC-2023-01131,24.407,1
OF-2024-1695,MP-0049,QC-2024-00921,38.379,2
OF-2024-1695,MP-0041,QC-2020-02036,37.787,3
OF-2024-1695,MP-0039,QC-2022-01125,23.121,4
OF-2024-1695,MP-0051,QC-2021-00111,6.922,5
OF-2020-1697,MP-0035,QC-2024-00081,36.643,1
OF-2020-1697,MP-0042,QC-2021-03031,7.502,2
OF-2020-1697,MP-0052,QC-2024-02063,42.909,3
OF-2020-1698,MP-0005,QC-2020-01768,18.55,1
OF-2020-1698,MP-0038,QC-2022-02610,27.646,2
OF-2020-1698,MP-0074,QC-2022-00976,42.892,3
OF-2020-1698,MP-0072,QC-2020-02008,19.314,4
OF-2020-1699,MP-0034,QC-2020-01293,12.922,1
OF-2020-1699,MP-0040,QC-2023-01094,10.622,2
OF-2020-1699,MP-0069,QC-2024-02802,27.172,3
OF-2024-1700,MP-0014,QC-2024-03430,7.752,1
OF-2024-1700,MP-0057,QC-2020-01702,24.929,2
OF-2024-1700,MP-0050,QC-2021-02472,41.514,3
OF-2024-1700,MP-0078,QC-2022-01907,47.574,4
OF-2024-1700,MP-0068,QC-2020-01254,32.989,5
OF-2021-1701,MP-0024,QC-2024-03335,23.011,1
OF-2021-1701,MP-0071,QC-2023-00168,17.473,2
OF-2021-1701,MP-0070,QC-2023-00666,38.27,3
OF-2023-1702,MP-0034,QC-2022-03301,20.604,1
OF-2023-1702,MP-0040,QC-2021-02381,26.096,2
OF-2023-1702,MP-0069,QC-2021-02990,15.009,3
OF-2021-1703,MP-0005,QC-2021-02376,9.437,1
OF-2021-1703,MP-0052,QC-2023-01515,16.082,2
OF-2021-1703,MP-0054,QC-2020-02306,15.46,3
OF-2021-1703,MP-0068,QC-2024-02053,16.185,4
OF-2021-1703,MP-0050,QC-2021-01307,7.271,5
OF-2022-1704,MP-0011,QC-2023-00440,43.031,1
OF-2022-1704,MP-0064,QC-2024-00786,18.19,2
OF-2022-1704,MP-0075,QC-2023-03214,47.003,3
OF-2022-1704,MP-0041,QC-2021-00208,33.509,4
OF-2022-1704,MP-0061,QC-2021-02066,21.844,5
OF-2024-1705,MP-0003,QC-2023-00908,7.473,1
OF-2024-1705,MP-0042,QC-2024-01167,20.608,2
OF-2024-1705,MP-0063,QC-2024-01316,46.213,3
OF-2024-1705,MP-0074,QC-2021-01399,7.169,4
OF-2024-1705,MP-0073,QC-2021-01083,41.967,5
OF-2020-1706,MP-0021,QC-2023-02966,36.892,1
OF-2020-1706,MP-0038,QC-2024-01806,47.624,2
OF-2020-1706,MP-0044,QC-2022-01818,29.044,3
OF-2020-1706,MP-0060,QC-2024-01830,7.436,4
OF-2021-1707,MP-0032,QC-2024-03229,7.355,1
OF-2021-1707,MP-0050,QC-2020-00999,11.854,2
OF-2021-1707,MP-0062,QC-2021-02780,41.802,3
OF-2021-1707,MP-0040,QC-2020-03446,18.462,4
OF-2022-1708,MP-0004,QC-2024-00559,8.541,1
OF-2022-1708,MP-0073,QC-2022-03285,12.032,2
OF-2022-1708,MP-0042,QC-2021-01735,43.513,3
OF-2024-1710,MP-0027,QC-2022-02877,39.681,1
OF-2024-1710,MP-0040,QC-2022-00332,31.387,2
OF-2024-1710,MP-0078,QC-2024-01698,42.003,3
OF-2024-1710,MP-0043,QC-2021-02356,45.654,4
OF-2024-1712,MP-0011,QC-2022-02447,32.506,1
OF-2024-1712,MP-0064,QC-2023-01311,46.922,2
OF-2024-1712,MP-0075,QC-2022-00733,32.741,3
OF-2024-1712,MP-0041,QC-2021-02045,9.953,4
OF-2024-1712,MP-0061,QC-2022-02646,27.375,5
OF-2020-1714,MP-0031,QC-2022-02498,40.889,1
OF-2020-1714,MP-0049,QC-2023-00978,48.146,2
OF-2020-1714,MP-0043,QC-2024-01022,49.13,3
OF-2020-1714,MP-0064,QC-2020-02270,16.071,4
OF-2020-1716,MP-0005,QC-2021-03075,35.133,1
OF-2020-1716,MP-0038,QC-2023-03044,34.571,2
OF-2020-1716,MP-0074,QC-2023-02825,24.466,3
OF-2020-1716,MP-0072,QC-2020-02008,10.914,4
OF-2020-1717,MP-0035,QC-2024-02585,47.28,1
OF-2020-1717,MP-0069,QC-2022-01621,6.869,2
OF-2020-1717,MP-0053,QC-2023-01178,7.463,3
OF-2023-1718,MP-0001,QC-2020-01876,27.544,1
OF-2023-1718,MP-0053,QC-2020-02086,35.044,2
OF-2023-1718,MP-0066,QC-2023-01406,31.804,3
OF-2023-1718,MP-0055,QC-2021-02565,44.477,4
OF-2021-1719,MP-0024,QC-2023-01456,36.173,1
OF-2021-1719,MP-0071,QC-2021-01797,6.079,2
OF-2021-1719,MP-0070,QC-2021-02138,6.891,3
OF-2024-1722,MP-0012,QC-2024-00685,43.231,1
OF-2024-1722,MP-0043,QC-2023-01398,31.995,2
OF-2024-1722,MP-0077,QC-2024-02700,42.398,3
OF-2024-1722,MP-0056,QC-2022-03436,27.538,4
OF-2024-1722,MP-0069,QC-2021-00351,29.208,5
OF-2020-1723,MP-0032,QC-2024-02052,34.54,1
OF-2020-1723,MP-0040,QC-2024-01781,47.222,2
OF-2020-1723,MP-0044,QC-2023-03472,28.535,3
OF-2022-1724,MP-0005,QC-2023-03482,29.105,1
OF-2022-1724,MP-0038,QC-2020-01794,8.987,2
OF-2022-1724,MP-0074,QC-2023-03324,35.827,3
OF-2022-1724,MP-0072,QC-2022-02374,46.893,4
OF-2021-1725,MP-0015,QC-2024-00157,34.738,1
OF-2021-1725,MP-0061,QC-2023-01631,20.033,2
OF-2021-1725,MP-0054,QC-2022-01917,39.144,3
OF-2024-1726,MP-0029,QC-2020-02310,26.538,1
OF-2024-1726,MP-0064,QC-2021-02948,6.542,2
OF-2024-1726,MP-0048,QC-2021-02613,47.716,3
OF-2022-1727,MP-0003,QC-2022-00050,37.58,1
OF-2022-1727,MP-0042,QC-2021-02887,10.052,2
OF-2022-1727,MP-0063,QC-2023-02946,47.464,3
OF-2022-1727,MP-0074,QC-2023-01073,25.134,4
OF-2022-1727,MP-0073,QC-2020-03366,13.692,5
OF-2021-1728,MP-0032,QC-2024-01708,5.798,1
OF-2021-1728,MP-0040,QC-2020-02396,15.047,2
OF-2021-1728,MP-0044,QC-2024-00182,48.174,3
OF-2020-1729,MP-0011,QC-2020-03319,47.853,1
OF-2020-1729,MP-0064,QC-2021-02948,39.211,2
OF-2020-1729,MP-0075,QC-2022-02157,9.646,3
OF-2020-1729,MP-0041,QC-2022-00837,20.601,4
OF-2020-1729,MP-0061,QC-2021-01354,32.34,5
OF-2022-1730,MP-0032,QC-2022-00097,16.71,1
OF-2022-1730,MP-0040,QC-2024-02199,16.855,2
OF-2022-1730,MP-0044,QC-2022-00324,47.472,3
OF-2022-1731,MP-0034,QC-2020-02348,25.225,1
OF-2022-1731,MP-0064,QC-2021-00268,44.078,2
OF-2022-1731,MP-0050,QC-2020-02153,39.329,3
OF-2022-1731,MP-0071,QC-2020-00462,8.78,4
OF-2022-1731,MP-0049,QC-2024-01792,20.945,5
OF-2021-1732,MP-0015,QC-2022-03060,40.802,1
OF-2021-1732,MP-0061,QC-2023-03138,23.098,2
OF-2021-1732,MP-0054,QC-2020-01640,16.202,3
OF-2023-1734,MP-0024,QC-2022-02732,14.428,1
OF-2023-1734,MP-0060,QC-2022-03254,11.595,2
OF-2023-1734,MP-0059,QC-2024-03477,6.457,3
OF-2022-1738,MP-0003,QC-2022-01384,5.829,1
OF-2022-1738,MP-0042,QC-2022-01049,9.474,2
OF-2022-1738,MP-0063,QC-2023-01853,35.938,3
OF-2022-1738,MP-0074,QC-2020-01630,9.872,4
OF-2022-1738,MP-0073,QC-2023-00636,42.784,5
OF-2022-1740,MP-0016,QC-2022-00757,5.568,1
OF-2022-1740,MP-0065,QC-2020-00365,11.461,2
OF-2022-1740,MP-0072,QC-2024-00415,11.232,3
OF-2024-1741,MP-0035,QC-2023-02040,19.456,1
OF-2024-1741,MP-0045,QC-2022-00406,49.855,2
OF-2024-1741,MP-0067,QC-2022-01783,31.543,3
OF-2022-1742,MP-0015,QC-2024-00157,34.961,1
OF-2022-1742,MP-0061,QC-2022-02225,46.328,2
OF-2022-1742,MP-0054,QC-2020-01247,30.561,3
OF-2022-1743,MP-0031,QC-2020-02699,15.661,1
OF-2022-1743,MP-0049,QC-2021-02482,26.524,2
OF-2022-1743,MP-0043,QC-2022-01982,21.988,3
OF-2022-1743,MP-0064,QC-2020-02198,14.655,4
OF-2023-1746,MP-0035,QC-2024-00041,6.346,1
OF-2023-1746,MP-0069,QC-2022-00342,18.097,2
OF-2023-1746,MP-0053,QC-2024-01846,12.082,3
OF-2023-1747,MP-0024,QC-2024-00055,27.127,1
OF-2023-1747,MP-0071,QC-2024-03405,17.509,2
OF-2023-1747,MP-0070,QC-2023-01882,49.622,3
OF-2023-1748,MP-0035,QC-2021-02031,49.567,1
OF-2023-1748,MP-0042,QC-2020-01955,38.957,2
OF-2023-1748,MP-0052,QC-2020-01273,28.039,3
OF-2023-1749,MP-0031,QC-2020-02113,9.49,1
OF-2023-1749,MP-0049,QC-2022-02875,40.93,2
OF-2023-1749,MP-0043,QC-2023-01218,11.537,3
OF-2023-1749,MP-0064,QC-2024-00786,25.355,4
OF-2023-1750,MP-0021,QC-2021-00314,5.188,1
OF-2023-1750,MP-0038,QC-2023-00527,16.242,2
OF-2023-1750,MP-0044,QC-2023-00750,15.1,3
OF-2023-1750,MP-0060,QC-2024-03391,17.914,4
OF-2022-1751,MP-0035,QC-2022-02655,25.322,1
OF-2022-1751,MP-0045,QC-2022-00839,13.3,2
OF-2022-1751,MP-0067,QC-2024-00762,34.668,3
OF-2023-1752,MP-0022,QC-2023-00335,42.173,1
OF-2023-1752,MP-0052,QC-2020-00692,46.536,2
OF-2023-1752,MP-0049,QC-2023-02955,12.47,3
OF-2024-1753,MP-0027,QC-2023-02096,8.125,1
OF-2024-1753,MP-0040,QC-2024-01906,24.411,2
OF-2024-1753,MP-0078,QC-2022-03023,41.047,3
OF-2024-1753,MP-0043,QC-2021-01299,14.788,4
OF-2021-1755,MP-0016,QC-2023-02011,33.57,1
OF-2021-1755,MP-0065,QC-2021-00100,31.267,2
OF-2021-1755,MP-0072,QC-2024-02227,40.985,3
OF-2020-1756,MP-0005,QC-2020-00938,26.314,1
OF-2020-1756,MP-0038,QC-2020-03331,19.533,2
OF-2020-1756,MP-0074,QC-2024-01993,41.464,3
OF-2020-1756,MP-0072,QC-2020-01738,18.624,4
OF-2020-1757,MP-0014,QC-2021-00747,40.966,1
OF-2020-1757,MP-0057,QC-2021-01026,36.234,2
OF-2020-1757,MP-0050,QC-2020-00999,16.298,3
OF-2020-1757,MP-0078,QC-2022-03023,42.638,4
OF-2020-1757,MP-0068,QC-2022-00806,37.588,5
OF-2022-1760,MP-0024,QC-2023-01508,47.436,1
OF-2022-1760,MP-0071,QC-2021-00476,46.103,2
OF-2022-1760,MP-0070,QC-2022-00074,36.295,3
OF-2023-1761,MP-0034,QC-2022-02915,31.422,1
OF-2023-1761,MP-0064,QC-2024-00517,46.404,2
OF-2023-1761,MP-0050,QC-2021-00562,32.193,3
OF-2023-1761,MP-0071,QC-2024-00997,35.129,4
OF-2023-1761,MP-0049,QC-2022-02056,5.288,5
OF-2020-1762,MP-0016,QC-2021-01996,46.881,1
OF-2020-1762,MP-0066,QC-2024-02504,9.163,2
OF-2020-1762,MP-0061,QC-2020-01915,30.554,3
OF-2020-1763,MP-0020,QC-2022-03457,41.191,1
OF-2020-1763,MP-0057,QC-2022-02494,10.634,2
OF-2020-1763,MP-0041,QC-2022-01241,43.115,3
OF-2020-1763,MP-0037,QC-2022-01936,48.039,4
OF-2024-1765,MP-0024,QC-2022-02674,30.209,1
OF-2024-1765,MP-0071,QC-2020-03260,39.968,2
OF-2024-1765,MP-0070,QC-2023-01257,7.853,3
OF-2021-1766,MP-0015,QC-2023-00765,17.641,1
OF-2021-1766,MP-0061,QC-2022-00727,39.003,2
OF-2021-1766,MP-0054,QC-2022-02586,9.664,3
OF-2023-1767,MP-0016,QC-2023-01466,5.437,1
OF-2023-1767,MP-0065,QC-2020-01687,46.473,2
OF-2023-1767,MP-0072,QC-2022-01410,12.046,3
OF-2023-1769,MP-0032,QC-2022-01779,19.032,1
OF-2023-1769,MP-0050,QC-2024-00106,27.605,2
OF-2023-1769,MP-0062,QC-2020-01728,5.061,3
OF-2023-1769,MP-0040,QC-2023-01444,40.657,4
OF-2022-1770,MP-0034,QC-2020-01293,34.726,1
OF-2022-1770,MP-0064,QC-2022-02820,25.645,2
OF-2022-1770,MP-0050,QC-2021-01307,8.114,3
OF-2022-1770,MP-0071,QC-2024-00814,9.705,4
OF-2022-1770,MP-0049,QC-2021-01896,39.332,5
OF-2021-1771,MP-0034,QC-2023-02487,10.631,1
OF-2021-1771,MP-0064,QC-2024-00786,25.598,2
OF-2021-1771,MP-0050,QC-2023-03008,31.984,3
OF-2021-1771,MP-0071,QC-2022-00322,25.475,4
OF-2021-1771,MP-0049,QC-2023-01593,6.229,5
OF-2024-1772,MP-0032,QC-2024-01355,16.622,1
OF-2024-1772,MP-0040,QC-2023-03034,31.128,2
OF-2024-1772,MP-0044,QC-2024-03423,25.24,3
OF-2021-1773,MP-0001,QC-2020-00596,36.861,1
OF-2021-1773,MP-0053,QC-2023-02244,38.651,2
OF-2021-1773,MP-0066,QC-2023-02003,18.002,3
OF-2021-1773,MP-0055,QC-2022-00819,41.712,4
OF-2021-1774,MP-0024,QC-2024-00024,42.506,1
OF-2021-1774,MP-0070,QC-2020-00027,15.087,2
OF-2021-1774,MP-0065,QC-2020-01916,39.158,3
OF-2021-1774,MP-0044,QC-2023-03111,20.777,4
OF-2023-1775,MP-0018,QC-2023-01965,7.046,1
OF-2023-1775,MP-0078,QC-2021-02852,46.646,2
OF-2023-1775,MP-0041,QC-2022-01759,15.865,3
OF-2023-1775,MP-0075,QC-2023-00258,8.655,4
OF-2023-1775,MP-0077,QC-2021-02934,32.115,5
OF-2021-1776,MP-0021,QC-2024-02764,40.406,1
OF-2021-1776,MP-0040,QC-2021-00732,19.495,2
OF-2021-1776,MP-0074,QC-2021-01399,6.685,3
OF-2020-1777,MP-0012,QC-2020-01581,24.837,1
OF-2020-1777,MP-0043,QC-2022-02851,25.875,2
OF-2020-1777,MP-0077,QC-2020-01201,44.457,3
OF-2020-1777,MP-0056,QC-2020-03039,39.87,4
OF-2020-1777,MP-0069,QC-2021-02822,31.275,5
OF-2023-1778,MP-0022,QC-2022-02612,16.355,1
OF-2023-1778,MP-0052,QC-2022-00497,26.028,2
OF-2023-1778,MP-0049,QC-2023-03123,16.091,3
OF-2024-1780,MP-0005,QC-2022-00071,38.907,1
OF-2024-1780,MP-0052,QC-2020-02776,26.883,2
OF-2024-1780,MP-0054,QC-2022-01411,34.423,3
OF-2024-1780,MP-0068,QC-2022-01987,30.835,4
OF-2024-1780,MP-0050,QC-2024-02108,31.798,5
OF-2022-1782,MP-0005,QC-2024-00823,46.921,1
OF-2022-1782,MP-0077,QC-2024-00212,24.906,2
OF-2022-1782,MP-0040,QC-2020-02641,36.657,3
OF-2022-1782,MP-0051,QC-2020-01871,42.447,4
OF-2022-1782,MP-0041,QC-2024-00263,17.511,5
OF-2020-1783,MP-0024,QC-2021-01711,17.898,1
OF-2020-1783,MP-0049,QC-2023-00456,47.517,2
OF-2020-1783,MP-0041,QC-2023-03127,21.05,3
OF-2020-1783,MP-0039,QC-2022-02631,24.029,4
OF-2020-1783,MP-0051,QC-2020-00861,15.235,5
OF-2023-1784,MP-0011,QC-2022-02447,34.862,1
OF-2023-1784,MP-0064,QC-2020-02270,49.322,2
OF-2023-1784,MP-0075,QC-2024-01989,21.831,3
OF-2023-1784,MP-0041,QC-2020-00511,15.297,4
OF-2023-1784,MP-0061,QC-2020-00356,26.602,5
OF-2021-1786,MP-0014,QC-2023-00894,45.809,1
OF-2021-1786,MP-0057,QC-2020-02994,7.493,2
OF-2021-1786,MP-0052,QC-2024-01322,22.313,3
OF-2021-1786,MP-0053,QC-2023-02244,49.098,4
OF-2021-1786,MP-0062,QC-2021-00764,37.37,5
OF-2020-1787,MP-0003,QC-2021-03361,26.493,1
OF-2020-1787,MP-0042,QC-2023-02295,15.591,2
OF-2020-1787,MP-0063,QC-2024-01695,14.741,3
OF-2020-1787,MP-0074,QC-2022-02006,44.107,4
OF-2020-1787,MP-0073,QC-2023-02388,36.251,5
OF-2021-1788,MP-0014,QC-2024-02287,37.295,1
OF-2021-1788,MP-0057,QC-2024-00522,46.809,2
OF-2021-1788,MP-0050,QC-2021-01243,40.675,3
OF-2021-1788,MP-0078,QC-2024-03069,42.021,4
OF-2021-1788,MP-0068,QC-2024-02854,21.925,5
OF-2023-1789,MP-0004,QC-2024-01114,43.959,1
OF-2023-1789,MP-0073,QC-2022-03419,41.543,2
OF-2023-1789,MP-0042,QC-2021-02887,25.396,3
OF-2021-1790,MP-0016,QC-2020-00556,49.596,1
OF-2021-1790,MP-0066,QC-2020-03316,15.864,2
OF-2021-1790,MP-0061,QC-2024-02219,14.034,3
OF-2024-1791,MP-0021,QC-2024-03388,22.573,1
OF-2024-1791,MP-0051,QC-2024-00137,24.369,2
OF-2024-1791,MP-0039,QC-2020-01512,21.373,3
OF-2020-1792,MP-0021,QC-2020-01391,42.114,1
OF-2020-1792,MP-0040,QC-2023-02174,32.339,2
OF-2020-1792,MP-0074,QC-2024-00582,44.638,3
OF-2022-1793,MP-0021,QC-2020-02191,6.102,1
OF-2022-1793,MP-0051,QC-2024-03215,41.516,2
OF-2022-1793,MP-0039,QC-2020-02409,32.556,3
OF-2024-1794,MP-0035,QC-2022-02180,18.602,1
OF-2024-1794,MP-0045,QC-2021-01665,41.882,2
OF-2024-1794,MP-0067,QC-2024-03371,36.228,3
OF-2020-1795,MP-0005,QC-2021-01577,34.818,1
OF-2020-1795,MP-0077,QC-2020-01269,21.228,2
OF-2020-1795,MP-0040,QC-2023-00051,43.113,3
OF-2020-1795,MP-0051,QC-2020-00671,31.968,4
OF-2020-1795,MP-0041,QC-2024-00827,16.274,5
OF-2022-1798,MP-0024,QC-2021-03471,48.42,1
OF-2022-1798,MP-0070,QC-2021-01667,19.497,2
OF-2022-1798,MP-0065,QC-2020-03284,42.519,3
OF-2022-1798,MP-0044,QC-2023-00426,19.817,4
OF-2020-1799,MP-0036,QC-2022-00280,5.319,1
OF-2020-1799,MP-0068,QC-2024-00248,40.27,2
OF-2020-1799,MP-0046,QC-2024-00647,35.025,3
OF-2020-1799,MP-0049,QC-2022-03396,7.492,4
OF-2020-1799,MP-0055,QC-2022-01601,24.086,5
OF-2020-1800,MP-0005,QC-2024-02171,13.664,1
OF-2020-1800,MP-0038,QC-2022-01367,40.45,2
OF-2020-1800,MP-0074,QC-2023-02986,38.614,3
OF-2020-1800,MP-0072,QC-2021-02818,8.686,4
OF-2024-1801,MP-0016,QC-2020-00095,7.11,1
OF-2024-1801,MP-0066,QC-2022-02328,30.022,2
OF-2024-1801,MP-0061,QC-2020-00421,34.482,3
OF-2022-1803,MP-0034,QC-2023-02894,7.306,1
OF-2022-1803,MP-0040,QC-2020-03446,35.897,2
OF-2022-1803,MP-0069,QC-2022-03071,41.896,3
OF-2022-1804,MP-0024,QC-2020-01289,35.323,1
OF-2022-1804,MP-0070,QC-2023-00666,8.311,2
OF-2022-1804,MP-0065,QC-2024-01505,34.939,3
OF-2022-1804,MP-0044,QC-2024-03423,10.619,4
OF-2024-1807,MP-0005,QC-2024-01813,37.609,1
OF-2024-1807,MP-0038,QC-2020-00271,32.266,2
OF-2024-1807,MP-0074,QC-2020-00620,49.452,3
OF-2024-1807,MP-0072,QC-2023-02954,29.613,4
OF-2024-1809,MP-0032,QC-2023-02460,37.726,1
OF-2024-1809,MP-0040,QC-2024-01906,41.988,2
OF-2024-1809,MP-0044,QC-2024-00726,26.631,3
OF-2023-1810,MP-0018,QC-2022-02204,48.864,1
OF-2023-1810,MP-0078,QC-2023-01616,42.281,2
OF-2023-1810,MP-0041,QC-2020-00447,13.531,3
OF-2023-1810,MP-0075,QC-2021-01489,39.406,4
OF-2023-1810,MP-0077,QC-2021-02134,32.34,5
OF-2023-1812,MP-0021,QC-2020-03373,7.975,1
OF-2023-1812,MP-0038,QC-2020-02750,24.555,2
OF-2023-1812,MP-0044,QC-2023-00045,42.647,3
OF-2023-1812,MP-0060,QC-2020-00293,15.14,4
OF-2023-1813,MP-0035,QC-2023-03345,38.038,1
OF-2023-1813,MP-0042,QC-2022-03086,13.086,2
OF-2023-1813,MP-0052,QC-2024-02257,11.296,3
OF-2020-1814,MP-0029,QC-2022-02395,41.227,1
OF-2020-1814,MP-0064,QC-2024-00361,12.866,2
OF-2020-1814,MP-0048,QC-2020-03129,15.818,3
OF-2021-1815,MP-0032,QC-2021-02761,30.545,1
OF-2021-1815,MP-0050,QC-2021-01012,47.133,2
OF-2021-1815,MP-0062,QC-2022-01009,13.325,3
OF-2021-1815,MP-0040,QC-2024-03021,23.651,4
OF-2021-1816,MP-0017,QC-2020-02606,17.529,1
OF-2021-1816,MP-0037,QC-2022-01244,41.065,2
OF-2021-1816,MP-0044,QC-2022-03009,39.503,3
OF-2021-1816,MP-0071,QC-2020-03461,29.396,4
OF-2021-1816,MP-0054,QC-2023-02508,10.083,5
OF-2020-1817,MP-0021,QC-2020-01391,14.935,1
OF-2020-1817,MP-0051,QC-2020-01871,16.588,2
OF-2020-1817,MP-0039,QC-2020-02685,36.839,3
OF-2021-1818,MP-0024,QC-2020-02819,26.551,1
OF-2021-1818,MP-0049,QC-2023-01892,19.277,2
OF-2021-1818,MP-0041,QC-2021-01432,31.722,3
OF-2021-1818,MP-0039,QC-2022-02821,40.178,4
OF-2021-1818,MP-0051,QC-2022-00138,39.692,5
OF-2023-1819,MP-0034,QC-2023-02487,28.879,1
OF-2023-1819,MP-0064,QC-2020-00206,12.728,2
OF-2023-1819,MP-0050,QC-2024-02423,30.971,3
OF-2023-1819,MP-0071,QC-2022-03340,11.837,4
OF-2023-1819,MP-0049,QC-2020-03363,37.838,5
OF-2021-1820,MP-0034,QC-2023-00912,10.23,1
OF-2021-1820,MP-0064,QC-2020-00964,44.885,2
OF-2021-1820,MP-0050,QC-2024-02763,22.787,3
OF-2021-1820,MP-0071,QC-2023-00168,14.736,4
OF-2021-1820,MP-0049,QC-2021-01039,19.58,5
OF-2020-1821,MP-0024,QC-2024-00024,12.884,1
OF-2020-1821,MP-0071,QC-2021-01160,20.512,2
OF-2020-1821,MP-0070,QC-2023-02730,31.525,3
